,,,,,,,,,,,,,,,,
,2104,Art 23 Payable,BS,0.00,0.00,"4,800,000.00","-4,800,000.00",,,2104,Art 23 Payable,BS,"-4,800,000.00","4,800,000.00","4,400,000.00","-4,400,000.00"
,2105,VAT Out,BS,0.00,0.00,"84,920,000.00","-84,920,000.00",,,2105,VAT Out,BS,"-84,920,000.00",0.00,"700,408,500.00","-785,328,500.00"
,3101,Paid in Capital – PT. Dharma Automotive,BS,0.00,0.00,"30,000,000,000.00","-30,000,000,000.00",,,3101,Paid in Capital – PT. Dharma Automotive,BS,"-30,000,000,000.00",0.00,0.00,"-30,000,000,000.00"
,3102,Paid in Capital – PT. Abadi Makmur Jaya,BS,0.00,0.00,"10,000,000,000.00","-10,000,000,000.00",,,3102,Paid in Capital – PT. Abadi Makmur Jaya,BS,"-10,000,000,000.00",0.00,0.00,"-10,000,000,000.00"
,3103,Paid in Capital – PT. Electrical Engineering,BS,0.00,0.00,"10,000,000,000.00","-10,000,000,000.00",,,3103,Paid in Capital – PT. Electrical Engineering,BS,"-10,000,000,000.00",0.00,0.00,"-10,000,000,000.00"
,3201,Add Paid in Capital – PT. Dharma Automotive,BS,0.00,0.00,0.00,0.00,,,3201,Add Paid in Capital – PT. Dharma Automotive,BS,0.00,0.00,"50,000,000,000.00","-50,000,000,000.00"
,4101,Sales,IS,0.00,0.00,"772,000,000.00","-772,000,000.00",,,4101,Sales,IS,0.00,0.00,"6,367,350,000.00","-6,367,350,000.00"
,4102,Interest Revenue,IS,0.00,0.00,0.00,0.00,,,4102,Interest Revenue,IS,0.00,0.00,"145,000,000.00","-145,000,000.00"
,5101,COGS,IS,0.00,"350,000,000.00",0.00,"350,000,000.00",,,5101,COGS,IS,0.00,"1,911,000,000.00",0.00,"1,911,000,000.00"
,6101,Electricity Expense,IS,0.00,"72,500,000.00",0.00,"72,500,000.00",,,6101,Electricity Expense,IS,0.00,"75,000,000.00",0.00,"75,000,000.00"
,6102,Salaries Expense – DL,IS,0.00,"500,000,000.00",0.00,"500,000,000.00",,,6102,Salaries Expense – DL,IS,0.00,"1,750,000,000.00",0.00,"1,750,000,000.00"
,6103,Salaries Expense – IDL,IS,0.00,"100,000,000.00",0.00,"100,000,000.00",,,6103,Salaries Expense – IDL,IS,0.00,"750,000,000.00",0.00,"750,000,000.00"
,6104,Salaries Expense – GA,IS,0.00,"150,000,000.00",0.00,"150,000,000.00",,,6104,Salaries Expense – GA,IS,0.00,"375,000,000.00",0.00,"375,000,000.00"
,6105,Training Expense,IS,0.00,"20,000,000.00",0.00,"20,000,000.00",,,6105,Training Expense,IS,0.00,0.00,0.00,0.00
,6106,Vehicle Rent Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00",,,6106,Vehicle Rent Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00"
,6107,Internet Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00",,,6107,Internet Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00"
,6108,Trucking Expense,IS,0.00,"200,000,000.00",0.00,"200,000,000.00",,,6108,Trucking Expense,IS,0.00,"200,000,000.00",0.00,"200,000,000.00"
,6109,Office Supplies Expense,IS,0.00,0.00,0.00,0.00,,,6109,Office Supplies Expense,IS,0.00,"3,500,000.00",0.00,"3,500,000.00"
,6110,Office Travel Expense – Overseas,IS,0.00,0.00,0.00,0.00,,,6110,Office Travel Expense – Overseas,IS,0.00,"35,000,000.00",0.00,"35,000,000.00"
,6111,Insurance Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00",,,6111,Insurance Expense,IS,0.00,"10,000,000.00",0.00,"10,000,000.00"
,6112,License Expense,IS,0.00,"5,000,000.00",0.00,"5,000,000.00",,,6112,License Expense,IS,0.00,"5,000,000.00",0.00,"5,000,000.00"
,6201,Depreciation – Building,IS,0.00,"104,166,666.67",0.00,"104,166,666.67",,,6201,Depreciation – Building,IS,0.00,"104,166,666.67",0.00,"104,166,666.67"
,6202,Depreciation – Machine,IS,0.00,"78,125,000.00",0.00,"78,125,000.00",,,6202,Depreciation – Machine,IS,0.00,"182,291,666.67",0.00,"182,291,666.67"
,6203,Depreciation – Factory Equipment,IS,0.00,"41,666,666.67",0.00,"41,666,666.67",,,6203,Depreciation – Factory Equipment,IS,0.00,"41,666,666.67",0.00,"41,666,666.67"
,6204,Depreciation – Vehicle,IS,0.00,"9,166,666.67",0.00,"9,166,666.67",,,6204,Depreciation – Vehicle,IS,0.00,"9,166,666.67",0.00,"9,166,666.67"
,6205,Depreciation – IT Equipment,IS,0.00,"3,375,000.00",0.00,"3,375,000.00",,,6205,Depreciation – IT Equipment,IS,0.00,"3,375,000.00",0.00,"3,375,000.00"
,6206,Depreciation – Office Equipment,IS,0.00,"312,500.00",0.00,"312,500.00",,,6206,Depreciation – Office Equipment,IS,0.00,"312,500.00",0.00,"312,500.00"
,6207,Amortization – Intangible,IS,0.00,"4,166,666.67",0.00,"4,166,666.67",,,6207,Amortization – Intangible,IS,0.00,"4,166,666.67",0.00,"4,166,666.67"
,,,,,,,,,,,,,,,,
,TOTAL,,,0.00,"95,225,669,166.67","95,225,669,166.67",0.00,,,TOTAL,,,"-896,479,166.67","120,306,479,333.33","120,306,479,333.33","-896,479,166.67"
,,Control,,,TRUE,,,,,,Control,,,TRUE,,
